issue_type,priority,Source,source_path,Destination,dest_path,recommended_url,Anchor,Status Code,Status,Link Position,Link Origin,Link Path,source_class,unique_sources_for_dest,old_path,new_path,origin
3xx,P1,https://www.theequestrian.com.au/clothing/tops/tshirts/cavalleria-toscana-orbit-crew-neck-t-shirt,/clothing/tops/tshirts/cavalleria-toscana-orbit-crew-neck-t-shirt,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/stirrup-irons/equipe-stirrup-iron-covers,/horse/tack/stirrup-irons/equipe-stirrup-iron-covers,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/mesh/zilco-econo-air-combo-2,/horse/rugs/mesh/zilco-econo-air-combo-2,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/clothing/womens/tops/cavalleria-toscana-crochet-bib-competition-shirt,/clothing/womens/tops/cavalleria-toscana-crochet-bib-competition-shirt,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/clothing/womens/tops/cavalleria-toscana-tech-long-sleeve-shirt-with-bib,/clothing/womens/tops/cavalleria-toscana-tech-long-sleeve-shirt-with-bib,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bonnets/animo-cala-fly-veil,/horse/bonnets/animo-cala-fly-veil,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/grooming/shampoo/ponyjet-lavender-shampoo,/horse/grooming/shampoo/ponyjet-lavender-shampoo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/rider/helmets/charles-owen-ms1-pro-with-mips,/rider/helmets/charles-owen-ms1-pro-with-mips,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/rider/gloves/kunkle-gloves-black-show-gloves-15-sizes,/rider/gloves/kunkle-gloves-black-show-gloves-15-sizes,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/clothing/footwear/ariat-terrain-ladies,/clothing/footwear/ariat-terrain-ladies,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/rider/chaps/eurohunter-clarino-chapettes,/rider/chaps/eurohunter-clarino-chapettes,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/grooming/brushes/geegee-collective-dandy-quarter-marker-brush,/horse/grooming/brushes/geegee-collective-dandy-quarter-marker-brush,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/deluxe-cotton-ripstop-combo-rug,/horse/rugs/deluxe-cotton-ripstop-combo-rug,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/clothing/sleepwear/loletta-womens-satin-horse-print-pyjamas,/clothing/sleepwear/loletta-womens-satin-horse-print-pyjamas,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/clothing/womens/breeches/samshield-adele-breeches-metal-dots-black,/clothing/womens/breeches/samshield-adele-breeches-metal-dots-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/clothing/womens/tights/riding-tights-in-olive-sizes-6-to-28,/clothing/womens/tights/riding-tights-in-olive-sizes-6-to-28,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/thorowgood-t8-endurance,/horse/saddles/all-purpose/thorowgood-t8-endurance,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/accessories/tekna-gullet-all-purpose-dressage-g2,/horse/saddles/accessories/tekna-gullet-all-purpose-dressage-g2,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/thorowgood-t4-gp-pony,/horse/saddles/all-purpose/thorowgood-t4-gp-pony,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/bates-versa-all-purpose-saddle-cair-black,/horse/saddles/all-purpose/bates-versa-all-purpose-saddle-cair-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/status-pony-pad,/horse/saddles/all-purpose/status-pony-pad,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/thorowgood-t8-gp,/horse/saddles/all-purpose/thorowgood-t8-gp,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/arena-all-purpose-wide-saddle-brown,/horse/saddles/all-purpose/arena-all-purpose-wide-saddle-brown,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/thorowgood-t4-all-purpose-compact-saddle-high-wither-black-17-0,/horse/saddles/all-purpose/thorowgood-t4-all-purpose-compact-saddle-high-wither-black-17-0,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/winteclite-ap-dlux-hart-black,/horse/saddles/all-purpose/winteclite-ap-dlux-hart-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/arena-all-purpose-high-wither-saddle-black,/horse/saddles/all-purpose/arena-all-purpose-high-wither-saddle-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/wintec-pony-pad-saddle-brown,/horse/saddles/all-purpose/wintec-pony-pad-saddle-brown,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/bare-back-pad-shaped-blue-black,/horse/saddles/all-purpose/bare-back-pad-shaped-blue-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/bates-all-purpose-saddle-cair-brown,/horse/saddles/all-purpose/bates-all-purpose-saddle-cair-brown,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/wintec-pony-pad-saddle-black,/horse/saddles/all-purpose/wintec-pony-pad-saddle-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/wintec-2000-all-purpose-hart,/horse/saddles/all-purpose/wintec-2000-all-purpose-hart,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/arena-all-purpose-wide-saddle-black,/horse/saddles/all-purpose/arena-all-purpose-wide-saddle-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/wintec-250-all-purpose,/horse/saddles/all-purpose/wintec-250-all-purpose,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/arena-high-wither-all-purpose-black-42cm-16-5,/horse/saddles/all-purpose/arena-high-wither-all-purpose-black-42cm-16-5,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/thorowgood-t4-all-purpose-saddle-standard-wither-black-ex-display-model,/horse/saddles/all-purpose/thorowgood-t4-all-purpose-saddle-standard-wither-black-ex-display-model,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/bates-ap,/horse/saddles/all-purpose/bates-ap,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/arena-all-purpose-saddle-black,/horse/saddles/all-purpose/arena-all-purpose-saddle-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/thorowgood-t8-all-purpose-saddle-low-wither-black,/horse/saddles/all-purpose/thorowgood-t8-all-purpose-saddle-low-wither-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/thorowgood-t4-all-purpose-compact-saddle-black,/horse/saddles/all-purpose/thorowgood-t4-all-purpose-compact-saddle-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/trainers-master-show,/horse/saddles/all-purpose/trainers-master-show,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/saddles/all-purpose/thorowgood-t8-all-purpose-compact-saddle-standard-wither-black,/horse/saddles/all-purpose/thorowgood-t8-all-purpose-compact-saddle-standard-wither-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
